,0
0,"a graph showing the different types of queries
"
1,"a diagram showing the single layer of feed forward neural network
"
2,"visualizing factor multiplication
"
3,"a diagram showing the process of a fashion model
"
4,"a diagram showing the number of spam messages and the number of spam messages
"
5,"a diagram showing the number of words in a message
"
6,"a schedule template for a group of people
"
7,"a grid of numbers with numbers written on them
"
8,"a table with the number of false positives and false negatives
"
9,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch04/scattermatrix-tweet-lsa-4of100-topics-nofav-red-favorited-green.png. Failed with Non-base64 digit found"
10,"a diagram of a gene that has been split into two
"
11,"a diagram of a computer program that is being used to create a program
"
12,"a map of the internet with many different types of connections
"
13,"a diagram showing the different types of logic
"
14,"a white tray with a variety of different types of buttons
"
15,"a drawing of a circuit board with a diagram of the components
"
16,"the process diagram for the data quality process
"
17,"a diagram of the data structure and the data flow
"
18,"the graph shows the different types of jobs and their corresponding roles
"
19,cannot identify image file '../../hobs/nlpia-manuscript/manuscript/images/ch02/wikipedia-smiley-icon.svg'
20,"a series of lines with different numbers
"
21,"a diagram of the waveforms of a wave
"
22,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/https:/commons.wikimedia.org/wiki/File:Weltereproduktionsklavier.png. Failed with Non-base64 digit found"
23,"a diagram of the waveforms of a wave
"
24,"a graph with a line that is drawn to the right
"
25,"a plot of the frequency vectors in 2d space
"
26,"a plot of the time frequency vectors in 2d space
"
27,"a graph shows the number of people who have been diagnosed with cancer
"
28,"a diagram showing the relationship between the two points on the graph
"
29,"a diagram showing the different types of products
"
30,"a computer generated image of a person in a cube
"
31,"two graphs showing the same data
"
32,"a table with the number of true and false statements
"
33,"a diagram of a neuron and axon
"
34,"a diagram of the network model
"
35,"a diagram of a network with different types of nodes
"
36,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch05/artificial_neuron_vs_biological.png. Failed with Non-base64 digit found"
37,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
38,"a plot of the number of times a person has been in a room
"
39,"a graph with a red and blue pattern
"
40,"a computer generated image of a waveform
"
41,"a brain with many different words in it
"
42,"a graph showing the location of the portland timbers and seattle sounders
"
43,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
44,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
45,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch06/us-10-city-word-vector-pca-map-labeled.png, alt=Figure 6.3: 2D plot with two blue dots labeled Chicago and Philadelphia in the upper right. San Jose, San Diego, and Los Angeles form a triangle to the far left. Houston and Dallas are at the bottom center, nearly on top of each other, and Austin is right above them. Jacksonville is to the lower right. Phoenix, AZ is right in the middle of the plot.. Failed with Non-base64 digit found"
46,"a diagram of the different types of data structures
"
47,"a diagram of the different types of words
"
48,"we are all one, and we don't know how to put it all together
"
49,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
50,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
51,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
52,"a diagram of the different types of neurons
"
53,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
54,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch06/us-city-word-vector-pca-map.png,caption=300-D word vectors produced by adding the vectors for cities to states and projected onto a 2D map using PCA. Failed with Non-base64 digit found"
55,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
56,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
57,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch06/us-city-word-vector-pca-map.png,caption=300-D word vectors produced by adding the vectors for cities to states and projected onto a 2D map using PCA. Failed with Non-base64 digit found"
58,"a map of the internet with blue dots
"
59,"a network diagram of the internet
"
60,"three different types of metal objects, including a clock, a clock face and a clock
"
61,"the four stages of the sacred are sacred
"
62,"a graph showing the number of people in a room
"
63,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
64,"a diagram showing the different types of data
"
65,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
66,"a zebra standing in a field next to a fence
"
67,"a black laptop sitting on top of a desk
"
68,"a small metal machine with a wooden base
"
69,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch07/wikipedia-morse-code-table.svg.png. Failed with Non-base64 digit found"
70,"a plot of the time series of the data
"
71,"a graph showing the time and number of times that a person has been in the room
"
72,"a graph showing the time and frequency of an audio signal
"
73,"a graph showing the time and frequency of an audio signal
"
74,"a diagram of the process of using the same data structure
"
75,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch07/cnn-stride-text-words-are-sacred.transparent_drawio.png. Failed with Non-base64 digit found"
76,"a diagram of the process of creating a secret key
"
77,"a graph shows the average speed of a car
"
78,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
79,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
80,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
81,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
82,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
83,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
84,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
85,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/nan. Failed with Non-base64 digit found"
86,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch07/cnn-stride-text-words-are-sacred.transparent_drawio.png. Failed with Non-base64 digit found"
87,"a diagram of the process of creating a program
"
88,"a diagram of the process flow for a process
"
89,"a diagram of a computer with multiple lines
"
90,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch09/transformer-recursion_drawio.png. Failed with Non-base64 digit found"
91,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch09/scaled-dot-product-attention_drawio_png. Failed with Non-base64 digit found"
92,"a plot of the number of people who have been diagnosed with cancer
"
93,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch09/transformer_multihead_attention.png. Failed with Non-base64 digit found"
94,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch12/transformer_original.png. Failed with Non-base64 digit found"
95,"a diagram of the different types of encoders
"
96,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch12/translation_attention_1_2.png. Failed with Non-base64 digit found"
97,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch12/translation_attention_3_4.png. Failed with Non-base64 digit found"
98,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch12/translation_attention_5_6.png. Failed with Non-base64 digit found"
