## Collection Inspection (748 elements)

### Table Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 28 | 9 | 735 | 565 | table |
| 40 | 65 | 730 | 561 | table |
| 40 | 66 | 729 | 558 | table |

### Abandon Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 692 | 19 | 740 | 41 | abandon |
| 368 | 581 | 423 | 593 | abandon |

### Word Elements

| text | x0 | top | x1 | bottom | font_family | font_variant | size | bold | italic | source | confidence | color |
|------|------|------|------|------|------|------|------|------|------|------|------|------|
| ALPHABETIC LISTING BY TYPE | 333 | 21 | 460 | 30 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| ABLPDM27 | 694 | 21 | 738 | 30 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| FEBRUARY 2014 M27 (BUS) | 55 | 22 | 167 | 31 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| OF ACTIVE LICENSES | 351 | 32 | 441 | 41 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 3/19/2014 | 701 | 32 | 738 | 41 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| OKLAHOMA ABLE COMMISSION | 331 | 43 | 462 | 51 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| LICENSE | 32 | 60 | 68 | 69 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| PREMISE | 328 | 60 | 367 | 69 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| NUMBER | 32 | 71 | 68 | 79 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| DBA NAME | 101 | 71 | 146 | 79 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| LICENSEE NAME | 213 | 71 | 282 | 79 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| ADDRESS | 328 | 71 | 370 | 79 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| ST | 540 | 71 | 551 | 79 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| TYPE | 74 | 71 | 96 | 79 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| CITY | 445 | 71 | 465 | 79 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| ZIP | 580 | 71 | 594 | 79 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| PHONE NUMBER | 609 | 71 | 678 | 79 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| EXPIRES | 685 | 71 | 722 | 79 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| ALLEGIANT AIR                    ALLEGIANT AIR LLC... | 101 | 81 | 520 | 90 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| OK | 540 | 81 | 552 | 90 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 648765AAA | 42 | 82 | 91 | 90 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 73159 | 582 | 82 | 606 | 90 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| - | 679 | 82 | 681 | 90 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 2014/12/03 | 687 | 82 | 729 | 90 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 7777 EAST APACHE  | 328 | 92 | 412 | 101 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| ALLEGIANT AIR                    ALLEGIANT AIR LLC... | 101 | 103 | 402 | 111 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| OK | 540 | 103 | 552 | 111 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 648766AAA | 42 | 103 | 91 | 111 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| TULSA           | 445 | 103 | 496 | 111 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 74115 | 582 | 103 | 606 | 111 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| - | 679 | 103 | 681 | 111 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 2014/12/16 | 687 | 103 | 729 | 111 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| AMERICAN AIRLINES          AMERICAN AIRLINES INC  ... | 101 | 114 | 520 | 122 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| OK | 540 | 114 | 552 | 122 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 82030AAA | 47 | 114 | 91 | 122 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 73159 | 582 | 114 | 606 | 122 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| (405) 680-3701 | 624 | 114 | 682 | 122 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 2014/09/14 | 687 | 114 | 729 | 122 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| AMERICAN AIRLINES          AMERICAN AIRLINES INC  ... | 101 | 135 | 496 | 144 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| OK | 540 | 135 | 552 | 143 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 509462AAA | 42 | 135 | 91 | 144 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 74115 | 582 | 135 | 606 | 144 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| (918) 831-6302 | 624 | 135 | 682 | 144 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 2014/08/19 | 687 | 135 | 729 | 144 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| AMERICAN EAGLE  | 213 | 146 | 291 | 154 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| AMERICAN EAGLE               AIRLINES INC         ... | 101 | 156 | 299 | 165 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 7100 TERMINAL DRIVE          OKLAHOMA CITY   | 328 | 156 | 520 | 165 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| OK | 540 | 156 | 552 | 165 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 509609AAA | 42 | 156 | 91 | 165 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 73159 | 582 | 156 | 606 | 165 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| (405) 680-3701 | 624 | 156 | 682 | 165 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 2014/08/19 | 687 | 156 | 729 | 165 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| AMERICAN EAGLE  | 213 | 167 | 291 | 175 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| AMERICAN EAGLE               AIRLINES INC         ... | 101 | 178 | 299 | 186 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 7777 EAST APACHE DRIVE   TULSA           | 328 | 178 | 496 | 186 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| OK | 540 | 178 | 552 | 186 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 402986AAA | 42 | 178 | 91 | 186 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 74115 | 582 | 178 | 606 | 186 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| (859) 767-3747 | 624 | 178 | 682 | 186 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 2014/10/22 | 687 | 178 | 729 | 186 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| WILL ROGERS AIRPORT  | 328 | 188 | 430 | 197 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| DELTA AIR LINES                 DELTA AIR LINES IN... | 101 | 199 | 398 | 207 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| OK | 540 | 199 | 552 | 207 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 79145AAA | 47 | 199 | 91 | 208 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| OKLAHOMA CITY   | 445 | 199 | 520 | 208 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 73159 | 582 | 199 | 606 | 208 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| (404) 773-9745 | 624 | 199 | 682 | 208 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| 2014/05/11 | 687 | 199 | 729 | 208 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
| ENDEAVOR AIR                    ENDEAVOR AIR INC  ... | 101 | 210 | 520 | 218 | Arial | FMOPJH | 9 | False | False | native | 1.00 | #000000 |
