## Collection Inspection (148 elements)

### Word Elements

| text | x0 | top | x1 | bottom | font_family | font_variant | size | bold | italic | source | confidence | color |
|------|------|------|------|------|------|------|------|------|------|------|------|------|
| 011-23235058 | 514 | 43 | 578 | 53 | Arial |  | 10 | False | False | native | 1.00 | #000000 |
| CENTRAL | 223 | 52 | 284 | 65 | Arial |  | 13 | True | False | native | 1.00 | #000000 |
| OFFICE | 293 | 52 | 341 | 65 | Arial |  | 13 | True | False | native | 1.00 | #000000 |
| 011 | 514 | 55 | 531 | 65 | Arial |  | 10 | False | False | native | 1.00 | #000000 |
| - | 531 | 55 | 534 | 65 | Arial |  | 10 | False | False | native | 1.00 | #232323 |
| 23235099 | 534 | 55 | 578 | 65 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| \..i...,\ | 535 | 70 | 551 | 81 | Arial |  | 11 | False | False | native | 1.00 | #5d5d5d |
| Ajoy | 144 | 71 | 163 | 81 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| Shavan,15Com | 167 | 71 | 240 | 81 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| . | 240 | 71 | 243 | 81 | Arial |  | 10 | False | False | native | 1.00 | #232323 |
| Indrajit | 244 | 71 | 274 | 81 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| GuptaMarg | 278 | 71 | 331 | 81 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| , | 331 | 71 | 334 | 81 | Arial |  | 10 | False | False | native | 1.00 | #232323 |
| NewDelhi-110002 | 336 | 71 | 423 | 81 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| E | 64 | 82 | 70 | 92 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| - | 70 | 82 | 74 | 92 | Arial |  | 10 | False | False | native | 1.00 | #232323 |
| mail: | 74 | 82 | 95 | 92 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| cpiofindia@gmaiJ.com | 99 | 82 | 200 | 92 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| , | 200 | 82 | 203 | 92 | Arial |  | 10 | False | False | native | 1.00 | #232323 |
| nationalcouncil@communistparty.in, | 203 | 82 | 363 | 92 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| Web | 368 | 82 | 388 | 92 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| : | 388 | 82 | 391 | 92 | Arial |  | 10 | False | False | native | 1.00 | #232323 |
| www.communistparty | 396 | 82 | 490 | 92 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| .i | 490 | 82 | 495 | 92 | Arial |  | 10 | False | False | native | 1.00 | #232323 |
| n | 495 | 82 | 501 | 92 | Arial |  | 10 | False | False | native | 1.00 | #0a0a0a |
| D.RAJA | 27 | 103 | 77 | 116 | Times |  | 13 | False | False | native | 1.00 | #0a0a0a |
| General | 16 | 116 | 48 | 125 | Arial |  | 9 | False | True | native | 1.00 | #0a0a0a |
